"KP001-A05","KP002-A06","KP003-A07","KP004-A08","KP005-A09","KP007-A11","KP008-A12","KP009-B01","KP010-B02","KP011-B03","KP012-B04","KP013-B05","KP014-B06","KP015-B07","KP016-B08","KP017-B09","KP019-B11","KP020-B12","KP021-C01","KP022-C02","KP023-C03","KP024-C04","KP027-C07","KP028-C08","KP029-C09","KP031-C11","KP032-C12","KP033-D01","KP034-D02","KP035-D03","KP036-D04","KP037-D05","KP038-D06","KP039-D07","KP040-D08","KP041-D09","KP042-D10","KP043-D11","KP044-D12","KP045-E01","KP046-E02","KP047-E03","KP048-E04","KP049-E05","KP050-E06","KP052-E08","KP053-E09","KP054-E10","KP055-E11","KP056-E12","KP057-F01","KP058-F02","KP059-F03","KP060-F04","KP061-F05","KP062-F06","KP063-F07","KP064-F08","KP065-F09","KP066-F10","KP067-F11","KP069-G01","KP070-G02","KP071-G03","KP072-G04","KP074-G06","KP075-G07","KP076-G08","KP077-G09","KP078-G10","KP079-G11","KP081-H01","KP083-H03","KP084-H04","KP085-H05","KP086-H06","KP088-H08","KP089-H09","KP091-H11","KP092-H12","KP094-A02","KP095-A03","KP096-A04","KP097-A05","KP098-A06","KP100-A08","KP102-A10","KP104-A12","KP107-B03","KP108-B04","KP109-B05","KP110-B06","KP143-E03","KP144-E04","KP145-E05","KP146-E06","KP147-E07","KP148-E08","KP149-E09","KP150-E10","KP191-A03","KP192-A04","KP193-A05","KP194-A06","KP195-A07","KP196-A08","KP197-A09","KP198-A10"
"KP062-F06",59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,101082.833105846,101082.833105846,101082.833105846,101082.833105846,101082.833105846,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,165027.578772663,165027.578772663,165027.578772663,165027.578772663,165027.578772663,165027.578772663,165027.578772663,0,0,0,0,0,0,0,0,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501
"KP063-F07",59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,101082.833105846,101082.833105846,101082.833105846,101082.833105846,101082.833105846,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,165027.578772663,165027.578772663,165027.578772663,165027.578772663,165027.578772663,165027.578772663,165027.578772663,0,0,0,0,0,0,0,0,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501
"KP064-F08",59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,59215.2635664457,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,44361.6472711341,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,43335.8649414875,101082.833105846,101082.833105846,101082.833105846,101082.833105846,101082.833105846,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,144540.434882738,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,191703.771980586,165027.578772663,165027.578772663,165027.578772663,165027.578772663,165027.578772663,165027.578772663,165027.578772663,0,0,0,0,0,0,0,0,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501,738381.654523501
"KP065-F09",81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,0,0,0,0,0,0,0,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687
"KP066-F10",81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,0,0,0,0,0,0,0,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687
"KP067-F11",81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,0,0,0,0,0,0,0,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687
"KP069-G01",81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,0,0,0,0,0,0,0,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687
"KP070-G02",81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,0,0,0,0,0,0,0,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687
"KP071-G03",81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,0,0,0,0,0,0,0,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687
"KP072-G04",81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,81852.1972117781,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,83650.4318878775,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,81750.6945929855,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,99030.9610340289,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,137979.248708724,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,183967.835782714,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,160995.72736987,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,39299.8358777611,0,0,0,0,0,0,0,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687,733253.296331687
"KP074-G06",138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,130153.777585175,130153.777585175,130153.777585175,130153.777585175,130153.777585175,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,0,0,0,0,0,0,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423
"KP075-G07",138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,130153.777585175,130153.777585175,130153.777585175,130153.777585175,130153.777585175,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,0,0,0,0,0,0,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423
"KP076-G08",138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,130153.777585175,130153.777585175,130153.777585175,130153.777585175,130153.777585175,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,0,0,0,0,0,0,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423
"KP077-G09",138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,130153.777585175,130153.777585175,130153.777585175,130153.777585175,130153.777585175,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,0,0,0,0,0,0,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423
"KP078-G10",138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,130153.777585175,130153.777585175,130153.777585175,130153.777585175,130153.777585175,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,0,0,0,0,0,0,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423
"KP079-G11",138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,138637.117674322,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,147948.899847598,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,146072.761199194,130153.777585175,130153.777585175,130153.777585175,130153.777585175,130153.777585175,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,155817.215838462,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,194656.180171735,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,179741.957436088,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,103595.785022889,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,64395.1548676452,0,0,0,0,0,0,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423,723550.383545423
"KP081-H01",175707.558004661,175707.558004661,175707.558004661,175707.558004661,175707.558004661,175707.558004661,175707.558004661,186627.014051673,186627.014051673,186627.014051673,186627.014051673,186627.014051673,186627.014051673,186627.014051673,186627.014051673,184833.036723214,184833.036723214,184833.036723214,184833.036723214,184833.036723214,184833.036723214,184833.036723214,159584.102384971,159584.102384971,159584.102384971,159584.102384971,159584.102384971,178242.406487052,178242.406487052,178242.406487052,178242.406487052,178242.406487052,178242.406487052,178242.406487052,178242.406487052,211609.338298865,211609.338298865,211609.338298865,211609.338298865,211609.338298865,211609.338298865,211609.338298865,211609.338298865,201354.686120383,201354.686120383,201354.686120383,201354.686120383,201354.686120383,201354.686120383,201354.686120383,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,142294.437682263,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,103143.207925091,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,38760.4736675788,0,0,0,0,0,0,47838.5056630579,47838.5056630579,47838.5056630579,47838.5056630579,47838.5056630579,47838.5056630579,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,114510.349726397,114510.349726397,114510.349726397,114510.349726397,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,719176.57360688,719176.57360688,719176.57360688,719176.57360688,719176.57360688,719176.57360688,719176.57360688,719176.57360688
